object_type,object_name,depends_on,depends_on_module
TRIGGER,child_id_updater,pek_reports,peik / گزارش‌ها و درخت گزارش
FUNCTION,KhmtHasErrInRadDT,brv_khmt,brv / برآورد، قرارداد، ریزمتره، منابع
FUNCTION,KhmtHasErrInRad,brv_khmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,DeleteStarItems,DeleteStarItems,unknown / نیازمند بررسی
PROCEDURE,Change_Year_in_project,Change_Year_in_project,unknown / نیازمند بررسی
PROCEDURE,Change_Year_in_project,Change_Year_in_project,unknown / نیازمند بررسی
PROCEDURE,Change_Year_in_project,Change_Year_in_project,unknown / نیازمند بررسی
FUNCTION,decimal_swap,decimal_swap,unknown / نیازمند بررسی
VIEW,viwbase95,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase95,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase95,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase95,viwbase95,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,SetCodeAmelInSource,Correct,unknown / نیازمند بررسی
PROCEDURE,SetCodeAmelInSource,SetCodeAmelInSource,unknown / نیازمند بررسی
VIEW,viwbase87,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,viwbase87,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwbase87,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,viwbase87,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwbase87,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,viwbase87,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwbase93,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase93,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase93,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase93,viwbase93,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,dt_addtosourcecontrol_u,dt_addtosourcecontrol,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_addtosourcecontrol_u,dt_addtosourcecontrol_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_checkinobject_u,dt_checkinobject,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_checkinobject_u,dt_checkinobject_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_checkoutobject_u,dt_checkoutobject,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_checkoutobject_u,dt_checkoutobject_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol_u,dt_isundersourcecontrol,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol_u,dt_isundersourcecontrol_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams_u,dt_validateloginparams,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams_u,dt_validateloginparams_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout_u,dt_whocheckedout,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout_u,dt_whocheckedout_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,set_user_state_Acc,set_user_state_Acc,unknown / نیازمند بررسی
PROCEDURE,dt_generateansiname,dt_generateansiname,system / آبجکت‌های سیستمی SQL Server
VIEW,viwBase1402,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1402,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1402,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1402,viwBase1402,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,SVZIMPORT01_prepare,svz_importer,svz / صورت‌وضعیت یا ایمپورت آن
FUNCTION,ISEmptyOrNUll,ISEmptyOrNUll,unknown / نیازمند بررسی
PROCEDURE,set_user_state_brv,set_user_state_brv,unknown / نیازمند بررسی
PROCEDURE,set_user_state_brv,set_user_state_brv,unknown / نیازمند بررسی
PROCEDURE,set_user_state_brv,set_user_state_brv,unknown / نیازمند بررسی
PROCEDURE,set_user_state_brv,set_user_state_brv,unknown / نیازمند بررسی
FUNCTION,ReturnZeroWithNullForInt,ReturnZeroWithNullForInt,unknown / نیازمند بررسی
FUNCTION,ReturnZeroWithNullMoney,ReturnZeroWithNullMoney,unknown / نیازمند بررسی
PROCEDURE,update_db,update_db,unknown / نیازمند بررسی
PROCEDURE,copy_base_fhbh,copy_base_fhbh,unknown / نیازمند بررسی
TRIGGER,User_Delete,brv_Users,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,copy_base_fhbh,copy_base_fhbh,unknown / نیازمند بررسی
FUNCTION,ReturnZeroWithNullForFloat,ReturnZeroWithNullForFloat,unknown / نیازمند بررسی
PROCEDURE,copy_base_hmbs,copy_base_hmbs,unknown / نیازمند بررسی
PROCEDURE,copy_base_hmbs,copy_base_hmbs,unknown / نیازمند بررسی
VIEW,vwNezarat,smn_Hgzm_Days,smn / صورت‌وضعیت، نظارت، ماهانه
VIEW,vwNezarat,smn_Hgzm_Month,smn / صورت‌وضعیت، نظارت، ماهانه
VIEW,vwNezarat,smn_Hgzm_Nezarat,smn / صورت‌وضعیت، نظارت، ماهانه
VIEW,vwNezarat,smn_Hgzm_Year,smn / صورت‌وضعیت، نظارت، ماهانه
VIEW,vwNezarat,smn_contract,smn / صورت‌وضعیت، نظارت، ماهانه
VIEW,vwNezarat,smn_nzs_AddItems,smn / صورت‌وضعیت، نظارت، ماهانه
VIEW,vwNezarat,vwNezarat,view / ویوهای محاسباتی و گزارش‌گیری
FUNCTION,ReturnZeroWithNullForString,ReturnZeroWithNullForString,unknown / نیازمند بررسی
PROCEDURE,set_user_state_peik,set_user_state_peik,unknown / نیازمند بررسی
TRIGGER,Trg_Delete,Trg_Delete,unknown / نیازمند بررسی
TRIGGER,Trg_Delete,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,Tender_Shrs,Tender_Shrs,unknown / نیازمند بررسی
VIEW,Tender_Shrs,base_book_list,base / فهرست‌بها و اطلاعات پایه
VIEW,Tender_Shrs,base_shrs,base / فهرست‌بها و اطلاعات پایه
FUNCTION,RemoveLastDot,RemoveLastDot,unknown / نیازمند بررسی
VIEW,distance_view,distance_view,unknown / نیازمند بررسی
PROCEDURE,CopyProjectProp,CopyProjectProp,unknown / نیازمند بررسی
PROCEDURE,CopyProjectProp,brv_contract,brv / برآورد، قرارداد، ریزمتره، منابع
VIEW,viwbase88,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase88,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase88,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase88,viwbase88,view / ویوهای محاسباتی و گزارش‌گیری
FUNCTION,ISZeroOrNUllFloat,ISZeroOrNUllFloat,unknown / نیازمند بررسی
FUNCTION,ReturnZeroWithNullForString500,ReturnZeroWithNullForString500,unknown / نیازمند بررسی
FUNCTION,ReturnZeroWithNullForBit,ReturnZeroWithNullForBit,unknown / نیازمند بررسی
FUNCTION,compare_projects_fhpy,compare_projects_fhpy,unknown / نیازمند بررسی
FUNCTION,MyReplace,MyReplace,unknown / نیازمند بررسی
PROCEDURE,update_vb,update_vb,unknown / نیازمند بررسی
PROCEDURE,BRVIMPORT01_prepare,BRVIMPORT01_prepare,import / جدول‌ها و پروسه‌های ورود اطلاعات
PROCEDURE,BRVIMPORT01_prepare,brv_importer,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,copy_base_fasl,copy_base_fasl,unknown / نیازمند بررسی
PROCEDURE,BRVIMPORT02_unit,BRVIMPORT02_unit,import / جدول‌ها و پروسه‌های ورود اطلاعات
PROCEDURE,set_user_state_asnad,set_user_state_asnad,unknown / نیازمند بررسی
PROCEDURE,new_project_permissions_asnad,new_project_permissions_asnad,unknown / نیازمند بررسی
VIEW,viwbase94,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase94,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase94,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase94,viwbase94,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,set_user_state_bhz,set_user_state_bhz,unknown / نیازمند بررسی
FUNCTION,Correct,Correct,unknown / نیازمند بررسی
FUNCTION,Correct,Correct,unknown / نیازمند بررسی
TRIGGER,trg_contract,base_fhbh,base / فهرست‌بها و اطلاعات پایه
TRIGGER,trg_contract,base_sorc_list,base / فهرست‌بها و اطلاعات پایه
TRIGGER,trg_contract,base_unit_raw,base / فهرست‌بها و اطلاعات پایه
TRIGGER,trg_contract,brv_contract,brv / برآورد، قرارداد، ریزمتره، منابع
TRIGGER,trg_contract,brv_fhbh,brv / برآورد، قرارداد، ریزمتره، منابع
TRIGGER,trg_contract,brv_sorc_all,brv / برآورد، قرارداد، ریزمتره، منابع
TRIGGER,trg_contract,trg_contract,unknown / نیازمند بررسی
FUNCTION,Fn_TypeIsLocked,brv_type_situ,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,new_project_permissions_Full,brv_Access,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,new_project_permissions_Full,new_project_permissions_Full,unknown / نیازمند بررسی
PROCEDURE,sp_upgraddiagrams,sp_upgraddiagrams,unknown / نیازمند بررسی
PROCEDURE,sp_upgraddiagrams,sysdiagrams,system / آبجکت‌های سیستمی SQL Server
TABLE,sysdiagrams,sysdiagram_properties,system / آبجکت‌های سیستمی SQL Server
TABLE,sysdiagrams,sysdiagrams,system / آبجکت‌های سیستمی SQL Server
TABLE,sysdiagram_properties,dtproperties,system / آبجکت‌های سیستمی SQL Server
TABLE,sysdiagram_properties,sysdiagram_properties,system / آبجکت‌های سیستمی SQL Server
TABLE,sysdiagram_properties,sysdiagrams,system / آبجکت‌های سیستمی SQL Server
FUNCTION,ISZeroOrNUllDecimal_6,ISZeroOrNUllDecimal_6,unknown / نیازمند بررسی
FUNCTION,ISZeroOrNUllDecimal_10,ISZeroOrNUllDecimal_10,unknown / نیازمند بررسی
FUNCTION,ISZeroOrNUllDecimal_10,brv_nmmhb,brv / برآورد، قرارداد، ریزمتره، منابع
FUNCTION,ISZeroOrNUllDecimal_10,brv_sorc,brv / برآورد، قرارداد، ریزمتره، منابع
FUNCTION,ISZeroOrNUllDecimal_10,brv_sorc_all,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,dt_getpropertiesbyid_vcs_u,dt_getpropertiesbyid_vcs,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getpropertiesbyid_vcs_u,dt_getpropertiesbyid_vcs_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_displayoaerror_u,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_displayoaerror_u,dt_displayoaerror_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_setpropertybyid_u,dt_generateansiname,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_setpropertybyid_u,dt_setpropertybyid_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_setpropertybyid_u,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwSooratVaziat,dly_contract,dly / تأخیرات و وضعیت‌های روزانه
VIEW,viwSooratVaziat,dly_sv,dly / تأخیرات و وضعیت‌های روزانه
VIEW,viwSooratVaziat,dly_vzt,dly / تأخیرات و وضعیت‌های روزانه
VIEW,viwSooratVaziat,viwSooratVaziat,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,dt_adduserobject,dt_adduserobject,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_adduserobject,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwBase85,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase85,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase85,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase85,viwBase85,view / ویوهای محاسباتی و گزارش‌گیری
FUNCTION,Fn_VersionNztIsLocked,Fn_VersionNztIsLocked,unknown / نیازمند بررسی
FUNCTION,Fn_VersionNztIsLocked,smn_Version_Type,smn / صورت‌وضعیت، نظارت، ماهانه
PROCEDURE,dt_setpropertybyid,dt_setpropertybyid,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_setpropertybyid,dtproperties,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,UpdateYearCol_Biharz,UpdateYearCol_Biharz,unknown / نیازمند بررسی
PROCEDURE,UpdateYearCol_Biharz,base_fosi,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Biharz,base_year,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Biharz,bhz_Contract,bhz / بخش بهای زیاد یا ماژول خاص
VIEW,viwTakhirat,dly_contract,dly / تأخیرات و وضعیت‌های روزانه
VIEW,viwTakhirat,dly_sv,dly / تأخیرات و وضعیت‌های روزانه
VIEW,viwTakhirat,dly_svz,dly / تأخیرات و وضعیت‌های روزانه
VIEW,viwTakhirat,dly_vzt,dly / تأخیرات و وضعیت‌های روزانه
VIEW,viwTakhirat,viwTakhirat,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,sp_alterdiagram,sp_alterdiagram,unknown / نیازمند بررسی
PROCEDURE,sp_alterdiagram,sysdiagrams,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,sp_dropdiagram,sp_dropdiagram,unknown / نیازمند بررسی
PROCEDURE,sp_dropdiagram,sysdiagrams,system / آبجکت‌های سیستمی SQL Server
FUNCTION,project_row_count,project_row_count,unknown / نیازمند بررسی
PROCEDURE,Sp_Manage_ader_fhbh_Relation,Sp_Manage_ader_fhbh_Relation,unknown / نیازمند بررسی
PROCEDURE,Sp_Manage_ader_fhbh_Relation,base_ader,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,Sp_Manage_ader_fhbh_Relation,base_fhbh,base / فهرست‌بها و اطلاعات پایه
FUNCTION,Correct_reverse,Correct_reverse,unknown / نیازمند بررسی
FUNCTION,Correct_reverse,Correct_reverse,unknown / نیازمند بررسی
PROCEDURE,set_user_state_Acc,set_user_state_Acc,unknown / نیازمند بررسی
PROCEDURE,dt_generateansiname,dt_generateansiname,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,update_zarib_fhpy_mult,val,unknown / نیازمند بررسی
PROCEDURE,dt_adduserobject,dt_adduserobject,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_adduserobject,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwBase85,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase85,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase85,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase85,viwBase85,view / ویوهای محاسباتی و گزارش‌گیری
FUNCTION,Fn_VersionNztIsLocked,Fn_VersionNztIsLocked,unknown / نیازمند بررسی
FUNCTION,Fn_VersionNztIsLocked,smn_Version_Type,smn / صورت‌وضعیت، نظارت، ماهانه
PROCEDURE,dt_setpropertybyid,dt_setpropertybyid,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_setpropertybyid,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwBase86,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase86,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase86,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase86,viwBase86,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,dt_getobjwithprop,dt_getobjwithprop,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getobjwithprop,dtproperties,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getpropertiesbyid,dt_getpropertiesbyid,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getpropertiesbyid,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwBase_Added,viwBase98,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase99,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase_Added,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Deleted,viwBase98,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Deleted,viwBase99,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Deleted,viwBase_Deleted,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase1400,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase99,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase_Added,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Deleted,viwBase1400,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Deleted,viwBase99,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Deleted,viwBase_Deleted,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase1400,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase1401,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase98,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase99,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added,viwBase_Added,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,dt_getobjwithprop_u,dt_getobjwithprop_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getobjwithprop_u,dtproperties,system / آبجکت‌های سیستمی SQL Server
TRIGGER,User_Delete,brv_Users,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,dt_getpropertiesbyid_u,dt_getpropertiesbyid_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getpropertiesbyid_u,dtproperties,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getpropertiesbyid_u,the,unknown / نیازمند بررسی
PROCEDURE,dt_dropuserobjectbyid,dt_dropuserobjectbyid,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_dropuserobjectbyid,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwBase1401,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1401,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1401,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1401,viwBase1401,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase1403,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1403,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1403,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1403,viwBase1403,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,GetCurrentQueryCode,dbo,unknown / نیازمند بررسی
PROCEDURE,GetCurrentQueryCode,sysprocesses,system / آبجکت‌های سیستمی SQL Server
VIEW,viwbase87,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase87,viwbase87,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,GetCurrentQueryCode,dbo,unknown / نیازمند بررسی
PROCEDURE,GetCurrentQueryCode,sysprocesses,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,ChangeNufhCode,ChangeNufhCode,unknown / نیازمند بررسی
PROCEDURE,ChangeNufhCode,brv_ader,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_bgml,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_dstb,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_dstn_fromto,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_dstn_fromto_rzmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_dstn_main,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_dstn_main_rzmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_fhbh,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_fhpy,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_fhpy_Acts,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_grop,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_hmbs,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_hmpy,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_hmpy_rzmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_khmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_mult_acts,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_nmmhb,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_rzmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_sorc,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_sorc_acts,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,ChangeNufhCode,brv_tatbigh,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CNV00_definitions,taksa_temp,unknown / نیازمند بررسی
PROCEDURE,dt_getpropertiesbyid_vcs,dt_getpropertiesbyid_vcs,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_getpropertiesbyid_vcs,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwbase92,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase92,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase92,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase92,viwbase92,view / ویوهای محاسباتی و گزارش‌گیری
TRIGGER,Trg_SetDefaultSooratMajlesFieldInRzmt,brv_rzmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,dt_displayoaerror,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_displayoaerror,sp_OAGetErrorInfo,unknown / نیازمند بررسی
VIEW,viwBase_Added92From88,viwBase_Added92From88,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added92From88,viwbase88,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_Added92From88,viwbase92,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,dt_adduserobject_vcs,dt_adduserobject_vcs,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_adduserobject_vcs,dtproperties,system / آبجکت‌های سیستمی SQL Server
VIEW,viwBaseDifference92From88,Compare_Text_for_Base,unknown / نیازمند بررسی
VIEW,viwBaseDifference92From88,viwBaseDifference92From88,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBaseDifference92From88,viwbase88,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBaseDifference92From88,viwbase92,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwbase96,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase96,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase96,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwbase96,viwbase96,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_Shakhes1,Base_ShakhesYerSeMahe,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Shakhes1,V_Shakhes1,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_Shakhes1,base_shfs,base / فهرست‌بها و اطلاعات پایه
FUNCTION,GetCofhExists,base_book,base / فهرست‌بها و اطلاعات پایه
FUNCTION,GetCofhExists,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Shakhes3,Base_ShakhesYerSeMahe,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Shakhes3,V_Shakhes3,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_Shakhes3,base_shfs,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Shakhes3,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
VIEW,V_Shakhes3,dt_getpropertiesbyid_vcs,system / آبجکت‌های سیستمی SQL Server
VIEW,V_Shakhes3,sp_OACreate,unknown / نیازمند بررسی
VIEW,V_Shakhes3,sp_OAGetProperty,unknown / نیازمند بررسی
VIEW,V_Shakhes3,sp_OAMethod,unknown / نیازمند بررسی
VIEW,viwBase_SamePrice92From88,viwBase_SamePrice92From88,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_SamePrice92From88,viwbase88,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,viwBase_SamePrice92From88,viwbase92,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_Shakhes4,Base_ShakhesYerSeMahe,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Shakhes4,V_Shakhes4,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_Shakhes4,base_shfs,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Ana,V_Ana,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_Ana,base_nmmhb,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Ana,base_sorc,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Ana,base_sorc_list,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Ana,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol,dt_getpropertiesbyid_vcs,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol,dt_isundersourcecontrol,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol,dtproperties,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol,sp_OACreate,unknown / نیازمند بررسی
PROCEDURE,dt_isundersourcecontrol,sp_OAGetProperty,unknown / نیازمند بررسی
PROCEDURE,dt_isundersourcecontrol,sp_OAMethod,unknown / نیازمند بررسی
FUNCTION,AddZeroToMake2Digit,AddZeroToMake2Digit,unknown / نیازمند بررسی
VIEW,V_Ana,V_Ana,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_Ana,base_nmmhb,base / فهرست‌بها و اطلاعات پایه
VIEW,V_Ana,base_sorc,base / فهرست‌بها و اطلاعات پایه
